time,Occupancy[1]
0,0
3600,0
7200,0
10800,0
14400,0
18000,0
21600,0
25200,0
28800,2
32400,2
36000,2
39600,2
43200,2
46800,2
50400,2
54000,2
57600,2
61200,2
64800,0
68400,0
72000,0
75600,0
79200,0
82800,0
86400,0
90000,0
93600,0
97200,0
100800,0
104400,0
108000,0
111600,0
115200,2
118800,2
122400,2
126000,2
129600,2
133200,2
136800,2
140400,2
144000,2
147600,2
151200,0
154800,0
158400,0
162000,0
165600,0
169200,0
172800,0
176400,0
180000,0
183600,0
187200,0
190800,0
194400,0
198000,0
201600,2
205200,2
208800,2
212400,2
216000,2
219600,2
223200,2
226800,2
230400,2
234000,2
237600,0
241200,0
244800,0
248400,0
252000,0
255600,0
259200,0
262800,0
266400,0
270000,0
273600,0
277200,0
280800,0
284400,0
288000,2
291600,2
295200,2
298800,2
302400,2
306000,2
309600,2
313200,2
316800,2
320400,2
324000,0
327600,0
331200,0
334800,0
338400,0
342000,0
345600,0
349200,0
352800,0
356400,0
360000,0
363600,0
367200,0
370800,0
374400,2
378000,2
381600,2
385200,2
388800,2
392400,2
396000,2
399600,2
403200,2
406800,2
410400,0
414000,0
417600,0
421200,0
424800,0
428400,0
432000,0
435600,0
439200,0
442800,0
446400,0
450000,0
453600,0
457200,0
460800,2
464400,2
468000,2
471600,2
475200,2
478800,2
482400,2
486000,2
489600,2
493200,2
496800,0
500400,0
504000,0
507600,0
511200,0
514800,0
518400,0
522000,0
525600,0
529200,0
532800,0
536400,0
540000,0
543600,0
547200,2
550800,2
554400,2
558000,2
561600,2
565200,2
568800,2
572400,2
576000,2
579600,2
583200,0
586800,0
590400,0
594000,0
597600,0
601200,0
604800,0
608400,0
612000,0
615600,0
619200,0
622800,0
626400,0
630000,0
633600,2
637200,2
640800,2
644400,2
648000,2
651600,2
655200,2
658800,2
662400,2
666000,2
669600,0
673200,0
676800,0
680400,0
684000,0
687600,0
691200,0
694800,0
698400,0
702000,0
705600,0
709200,0
712800,0
